day,observations,sensors,revenue,revenue_median,expense,expense_median,net_per_observation,net_per_observation_median,negative_share,weekday,month,revenue_rolling_7d,revenue_rolling_30d,expense_rolling_7d,expense_rolling_30d,net_per_observation_rolling_7d,net_per_observation_rolling_30d
2025-04-22,96,96,254.35458333333335,131.61,87.12041666666666,21.22,167.23416666666665,79.82,0.07291666666666667,Tuesday,2025-04,290.7476339285715,286.71405902777775,81.5586011904762,90.24668402777777,209.18903273809522,196.467375
2025-04-23,96,96,286.1540625,128.345,91.39708333333333,19.9,194.7569791666667,48.385,0.09375,Wednesday,2025-04,289.4483630952381,288.34654166666667,84.47114583333334,89.94368055555556,204.97721726190477,198.40286111111112
2025-04-24,96,96,347.1276041666667,107.985,98.2275,23.825000000000003,248.90010416666667,74.115,0.11458333333333333,Thursday,2025-04,297.07522321428576,290.8983611111111,87.70494047619047,90.34882291666666,209.37028273809526,200.54953819444444
2025-04-25,96,96,217.33322916666668,97.15,79.74510416666666,19.29,137.588125,46.42,0.11458333333333333,Friday,2025-04,288.90848214285717,289.7613333333333,87.12578869047618,89.38447916666668,201.78269345238095,200.37685416666667
2025-04-26,96,96,334.27229166666666,155.59,86.37656249999999,21.325,247.89572916666665,73.69500000000001,0.0625,Saturday,2025-04,292.40974702380953,291.37225,86.68811011904761,89.1201875,205.7216369047619,202.2520625
2025-04-27,96,96,348.0690625,132.91,86.33239583333334,25.025,261.7366666666666,75.635,0.07291666666666667,Sunday,2025-04,293.91300595238096,291.9940173611111,87.03559523809524,88.69744097222222,206.87741071428573,203.29657638888887
2025-04-28,96,96,268.66562500000003,113.35,91.67854166666666,18.705,176.98708333333332,66.45,0.13541666666666666,Monday,2025-04,293.71092261904766,291.2271701388889,88.6968005952381,88.72744097222221,205.0141220238095,202.49972916666667
2025-04-29,96,96,300.7678125,110.12,86.623125,29.575000000000003,214.1446875,64.485,0.08333333333333333,Tuesday,2025-04,300.3413839285714,291.70307638888886,88.62575892857144,88.33413888888889,211.71562500000002,203.3689375
2025-04-30,96,96,295.080625,160.5,83.17031250000001,25.06,211.9103125,92.615,0.08333333333333333,Wednesday,2025-04,301.61660714285716,291.97181597222226,87.45050595238095,88.29902083333333,214.16610119047618,203.67279513888886
2025-05-01,96,96,318.9713541666667,148.17000000000002,95.94760416666666,32.34,223.02374999999998,83.11,0.125,Thursday,2025-05,297.5942857142857,293.1069236111111,87.12480654761906,89.40672916666666,210.46947916666664,203.70019444444443
2025-05-02,96,96,306.4040625,132.10500000000002,86.546875,18.28,219.8571875,68.05999999999999,0.08333333333333333,Friday,2025-05,310.31869047619045,294.1994409722222,88.0964880952381,88.76661458333334,222.22220238095238,205.43282638888886
2025-05-03,96,96,342.0308333333333,137.225,86.86989583333333,19.535,255.16093750000002,102.425,0.041666666666666664,Saturday,2025-05,311.4270535714286,297.52459375000007,88.16696428571429,88.46596527777777,223.26008928571426,209.0586284722222
2025-05-04,96,96,357.3971875,146.07999999999998,99.33885416666668,23.775,258.05833333333334,82.285,0.07291666666666667,Sunday,2025-05,312.75964285714286,299.70725694444445,90.02502976190478,88.55944097222223,222.73461309523807,211.14781597222225
2025-05-05,96,96,324.45989583333335,130.195,90.685625,19.0,233.77427083333336,58.28999999999999,0.125,Monday,2025-05,320.73025297619046,298.98710416666665,89.88318452380952,88.6023263888889,230.84706845238097,210.38477777777777
2025-05-06,96,96,290.52447916666665,131.875,83.0390625,29.495,207.48541666666665,58.620000000000005,0.11458333333333333,Tuesday,2025-05,319.2669196428572,296.9261354166666,89.3711755952381,88.69516319444445,229.89574404761905,208.23097222222222
2025-05-07,96,96,275.10802083333334,110.41,102.54854166666667,29.42,172.55947916666665,39.394999999999996,0.14583333333333334,Wednesday,2025-05,316.4136904761905,298.04760416666664,92.13949404761904,89.01078472222223,224.27419642857143,209.03681944444443
2025-05-08,96,96,310.4165625,160.575,83.2075,17.12,227.2090625,120.985,0.10416666666666667,Thursday,2025-05,315.19157738095237,299.5580694444444,90.31947916666665,88.62462847222223,224.8720982142857,210.93344097222223
